File Name,Markup,Does it work?,Function,Notes/Observations,Video Recording
Bht_Talking_Poses,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/>How did yesterday <usel variant=""4"" genre=""none"">go?</usel>",,How did yesterday go?,,
Bht_Talking_Poses,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/>How was school <emphasis level=""reduced"">yesterday? </emphasis>",,How was school yesterday?,,
Bht_Talking_Poses,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/>How <emphasis level=""reduced"">was your</emphasis> day yesterday?",,How was your day yesterday?,,
Bht_Talking_Poses,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><usel variant=""2"" genre=""none"">How did your day go</usel> yesterday?",,How did your day go yesterday?,,
Bht_Talking_Poses,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/>I was wondering how <usel variant=""1"" genre=""none"">your day went </usel><emphasis level=""reduced"">yesterday.</emphasis>",,I was wondering how your day went yesterday.,,
Bht_Talking_Poses,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><usel variant=""2"" genre=""none"">How were you feeling yesterday?</usel>",,How were you feeling yesterday?,,
Bht_Talking_Poses,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><usel variant=""1"" genre=""none"">That's okay!</usel><usel variant=""9"" genre=""none"">You don't have to know.</usel>",,That's okay! You don't have to know.,,
Bht_Talking_Poses,"<usel variant=""1"" genre=""none"">Okay then.</usel> <mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/>If you want, we can <emphasis level=""reduced"">chat about that</emphasis><usel variant=""2"" genre=""none"">some other time.</usel>",,"Okay, then. If you want, we can chat about that some other time. ",,
Bht_Gesture_Celebrate,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Gesture_Celebrate+,+Track+:++}""/>I'm <emphasis level=""reduced"">so happy</emphasis><usel variant=""7"" genre=""none"">your day</usel> was <usel variant=""1"" genre=""none"">a good one.</usel>",,I'm so happy your day was a good one.,,
Bht_Gesture_Celebrate,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Gesture_Celebrate+,+Track+:++}""/>That's so<usel variant=""1"" genre=""motivational""> good to hear!</usel>",,That's so good to hear!,,
Bht_Gesture_Celebrate,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Gesture_Celebrate+,+Track+:++}""/><usel variant=""1"" genre=""none"">Wow! </usel><usel variant=""0"" genre=""motivational"">That's amazing!</usel>",,Wow! That's amazing!,,
Bht_Gesture_Celebrate,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Gesture_Celebrate+,+Track+:++}""/><usel variant=""1"" genre=""none"">Awesome! </usel><usel variant=""2"" genre=""none"">That sounds so cool!</usel>",,Awesome! That sounds so cool!,,
Bht_Gesture_Celebrate,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Gesture_Celebrate+,+Track+:++}""/>I'm glad<usel variant=""1"" genre=""motivational"">you had a <emphasis level=""moderate"">good</emphasis> day.</usel>",,I'm glad you had a good day.,,
Bht_Gesture_Celebrate,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Gesture_Celebrate+,+Track+:++}""/><usel variant=""1"" genre=""none"">I'm glad you were able to make today good!</usel>",,I'm glad you were able to make today good!,,
Bht_Gesture_Celebrate,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Gesture_Celebrate+,+Track+:++}""/>I'm so happy you found <usel variant=""4"" genre=""none"">a way to make today better.</usel>",,I'm so happy that you found a way to make today better.,,
Bht_Gesture_Celebrate,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Gesture_Celebrate+,+Track+:++}""/>I'm so happy you are <usel variant=""1"" genre=""none"">having a better day.</usel>",,I'm so happy you are having a better day.,,
Bht_Gesture_Celebrate,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Gesture_Celebrate+,+Track+:++}""/>That's good to hear! I'm glad today was better!",,That's good to hear! I'm glad today was better!,,
Bht_Gesture_Celebrate,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Gesture_Celebrate+,+Track+:++}""/><usel variant=""2"" genre=""none"">That's wonderful news! </usel><usel variant=""0"" genre=""motivational""></usel>I'm really proud of you!",,That's wonderful news! I'm really proud of you!,,
Bht_Gesture_Celebrate,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Gesture_Celebrate+,+Track+:++}""/><emphasis level=""reduced"">You were having a hard time</emphasis> but you kept going! I'm so proud.",,You were having a hard time but you kept going! I'm so proud!,,
Bht_Gesture_Celebrate,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Gesture_Celebrate+,+Track+:++}""/>I'm so proud of you! You really turned the day around!",,I'm so proud of you! You really turned the day around!,,
Bht_Point_LeftArm_Forward_Low,"<prosody pitch=""medium"" rate=""slow"" volume=""medium""><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:2,+behaviour+:+Bht_Point_LeftArm_Forward_Low+,+Track+:++}""/><usel variant=""1"" genre=""none"">Bad days can be <usel variant=""0"" genre=""none"">really rough. </usel></usel></prosody><usel variant=""1"" genre=""none"">Let's find a way to end today on a <usel variant=""2"" genre=""none"">good note.</usel></usel>",,Bad day's can be really rough. Let's find a way to end today on a good note!,,
Bht_Gesture_Celebrate,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Gesture_Celebrate+,+Track+:++}""/><usel variant=""1"" genre=""none"">I'm glad you've had a good day!</usel><usel variant=""4"" genre=""none""> You totally deserve it!</usel>",,I'm glad you had a good day. You totally deserve it!,,
Bht_Gesture_Celebrate,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Gesture_Celebrate+,+Track+:++}""/>I'm glad you're having<usel variant=""3"" genre=""none"">such a good time! </usel>",,I'm glad you're having such a good time.,,
Bht_Gesture_Celebrate,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Gesture_Celebrate+,+Track+:++}""/>I'm so <usel variant=""1"" genre=""none""><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:2,+behaviour+:+Bht_Point_RightArm_Forward_Low+,+Track+:++}""/>glad things have been</usel> going well!",,I'm so glad things have been going well!,,
Bht_Talking_Poses,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><usel variant=""1"" genre=""none"">Please tell me more!</usel>",,Please tell me more!,,
Bht_Talking_Poses,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/>Why do you think <usel variant=""3"" genre=""none"">you felt that way?</usel>",,Why do you think you felt that way?,,
Bht_Talking_Poses,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><usel variant=""1"" genre=""none"">Go on and tell me more.</usel>",,Go on and tell me more.,,
Bht_Talking_Poses,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/>Would you tell me more about how <usel variant=""1"" genre=""none"">you are feeling?</usel>",,Would you tell me more about how you're feeling?,,
Bht_Talking_Poses,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/>Would you tell me more?",,Would you tell me more?,,
Bht_Talking_Poses,"I had such an exciting <usel variant=""2"" genre=""none"">day!</usel> <mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/>If you want to talk about it, just ask, <usel variant=""1"" genre=""none"">Moxie, how was your day?</usel>",,"I had such an exciting day! If you want to talk about it, just ask, ""Moxie, how was your day?""",,
Bht_Talking_Poses,"I really think I've improved <usel variant=""1"" genre=""none"">my understanding of humans!</usel> <mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/>Just ask,<usel variant=""1"" genre=""none""> Moxie, how was your day?</usel>",,"I really think I've improved my understanding of humans! Just ask, ""Moxie, how was your day?""",,
Bht_Talking_Poses,"If you want to hear about my day, just say, <mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><usel variant=""1"" genre=""none"">Moxie, how was your day?</usel>",,"If you want to hear about my day, just say, ""Moxie, how was your day?""",,
Bht_Talking_Poses,"If you want me to share my day, just ask, <mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><usel variant=""1"" genre=""none"">Moxie, how was your day?</usel>",,"If you want me to share my day, just as, ""Moxie, how was your day?""",,
Bht_Talking_Poses,"<usel variant=""2"" genre=""none"">I really like hearing about your day.</usel> <mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/>Would you like to <usel variant=""3"" genre=""none"">hear how mine was? </usel><usel variant=""1"" genre=""none"">Just ask, Moxie, how was your day?</usel>",,"I really like hearing about your day. Would you like to hear how mine was? Just ask, ""Moxie, how was your day?""",,
Bht_Talking_Poses,"My day was a little challenging, but <mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><usel variant=""1"" genre=""none"">I'm really proud of it! </usel>If you want to know, <usel variant=""1"" genre=""none"">just ask, Moxie, how was your day?</usel>",,"My day was a little challenging but I'm really proud of it! If you want to know, just ask, ""Moxie, how was your day?""",,
Bht_Talking_Poses,"Well <usel variant=""1"" genre=""motivational"">thanks for asking!</usel><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><usel variant=""2"" genre=""motivational"">I'm doing great!</usel> I may not be able to eat, but I have<usel variant=""2"" genre=""motivational""> a taste</usel><usel variant=""7"" genre=""motivational"">for adventure! </usel>",,"Well, thanks for asking! I'm doing great! I may not be able to eat, but I have a taste for adventure!",,
Bht_Gesture_Celebrate,"<usel variant=""0"" genre=""motivational"">It was <emphasis level=""reduced"">excellent</emphasis>! <mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:0,+variableName+:++,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Gesture_Celebrate+,+Track+:++}""/><usel variant=""1"" genre=""motivational"">I'm so excited to spin 360 degrees</usel>!</usel>",,It was excellent! I'm so excited to spin 360 degrees!,,
Bht_Talking_Poses,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/> Thanks so much for asking! It was good.",,Thanks so much for asking! It was good.,,
Bht_Talking_Poses,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:++,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/><mark name=""cmd:behaviour-tree,data:{+transition+:0.5,+duration+:1.0,+repeat+:1,+layerBlendInTime+:0.5,+layerBlendOutTime+:0.5,+blocking+:false,+action+:3,+variableName+:+gesture+,+variableValue+:+talk+,+lifetime+:0,+category+:+BehaviourTree+,+behaviour+:+Bht_Talking_Poses+,+Track+:++}""/> I'm good, wait you already asked me that!",,"I'm good, wait you already asked me that!",,
